Lat,Lon,FishSp,HabitatType
47,-127.5,glyptocephalus zachirus,mud
47,-127.5,glyptocephalus zachirus,sand
47,-127.5,glyptocephalus zachirus,rock
36.5,-125,lepidopsetta bilineata,soft-sediment
36.5,-125,lepidopsetta bilineata,mud
36.5,-125,lepidopsetta bilineata,sand
36.5,-125,lepidopsetta bilineata,rock
38,-126,lepidopsetta bilineata,soft-sediment
38,-126,lepidopsetta bilineata,mud
38,-126,lepidopsetta bilineata,sand
38,-126,lepidopsetta bilineata,rock
40,-127,lepidopsetta bilineata,soft-sediment
40,-127,lepidopsetta bilineata,mud
40,-127,lepidopsetta bilineata,sand
40,-127,lepidopsetta bilineata,rock
42.5,-127.5,lepidopsetta bilineata,soft-sediment
42.5,-127.5,lepidopsetta bilineata,mud
42.5,-127.5,lepidopsetta bilineata,sand
42.5,-127.5,lepidopsetta bilineata,rock
44,-127.5,lepidopsetta bilineata,soft-sediment
44,-127.5,lepidopsetta bilineata,mud
44,-127.5,lepidopsetta bilineata,sand
44,-127.5,lepidopsetta bilineata,rock
47,-127.5,lepidopsetta bilineata,soft-sediment
47,-127.5,lepidopsetta bilineata,mud
47,-127.5,lepidopsetta bilineata,sand
47,-127.5,lepidopsetta bilineata,rock
36.5,-125,lepidopsetta bilineata,
38,-126,lepidopsetta bilineata,
40,-127,lepidopsetta bilineata,
42.5,-127.5,lepidopsetta bilineata,
44,-127.5,lepidopsetta bilineata,
47,-127.5,lepidopsetta bilineata,
36.5,-125,lepidopsetta polyxystra,soft-sediment
36.5,-125,lepidopsetta polyxystra,mud
36.5,-125,lepidopsetta polyxystra,sand
36.5,-125,lepidopsetta polyxystra,rock
38,-126,lepidopsetta polyxystra,soft-sediment
38,-126,lepidopsetta polyxystra,mud
38,-126,lepidopsetta polyxystra,sand
38,-126,lepidopsetta polyxystra,rock
40,-127,lepidopsetta polyxystra,soft-sediment
40,-127,lepidopsetta polyxystra,mud
40,-127,lepidopsetta polyxystra,sand
40,-127,lepidopsetta polyxystra,rock
42.5,-127.5,lepidopsetta polyxystra,soft-sediment
42.5,-127.5,lepidopsetta polyxystra,mud
42.5,-127.5,lepidopsetta polyxystra,sand
42.5,-127.5,lepidopsetta polyxystra,rock
44,-127.5,lepidopsetta polyxystra,soft-sediment
44,-127.5,lepidopsetta polyxystra,mud
44,-127.5,lepidopsetta polyxystra,sand
44,-127.5,lepidopsetta polyxystra,rock
47,-127.5,lepidopsetta polyxystra,soft-sediment
47,-127.5,lepidopsetta polyxystra,mud
47,-127.5,lepidopsetta polyxystra,sand
47,-127.5,lepidopsetta polyxystra,rock
36.5,-125,lepidopsetta polyxystra,
38,-126,lepidopsetta polyxystra,
40,-127,lepidopsetta polyxystra,
42.5,-127.5,lepidopsetta polyxystra,
44,-127.5,lepidopsetta polyxystra,
47,-127.5,lepidopsetta polyxystra,
36.5,-125,sebastes melanops,
38,-126,sebastes melanops,
40,-127,sebastes melanops,
42.5,-127.5,sebastes melanops,
44,-127.5,sebastes melanops,
47,-127.5,sebastes melanops,
36.5,-125,sebastes melanops,sand
36.5,-125,sebastes melanops,rock
36.5,-125,sebastes melanops,reef
36.5,-125,sebastes melanops,seagrass
36.5,-125,sebastes melanops,macroalgae
38,-126,sebastes melanops,sand
38,-126,sebastes melanops,rock
38,-126,sebastes melanops,reef
38,-126,sebastes melanops,seagrass
38,-126,sebastes melanops,macroalgae
40,-127,sebastes melanops,sand
40,-127,sebastes melanops,rock
40,-127,sebastes melanops,reef
40,-127,sebastes melanops,seagrass
40,-127,sebastes melanops,macroalgae
42.5,-127.5,sebastes melanops,sand
42.5,-127.5,sebastes melanops,rock
42.5,-127.5,sebastes melanops,reef
42.5,-127.5,sebastes melanops,seagrass
42.5,-127.5,sebastes melanops,macroalgae
44,-127.5,sebastes melanops,sand
44,-127.5,sebastes melanops,rock
44,-127.5,sebastes melanops,reef
44,-127.5,sebastes melanops,seagrass
44,-127.5,sebastes melanops,macroalgae
47,-127.5,sebastes melanops,sand
47,-127.5,sebastes melanops,rock
47,-127.5,sebastes melanops,reef
47,-127.5,sebastes melanops,seagrass
47,-127.5,sebastes melanops,macroalgae
36.5,-125,sebastes melanostomus,
38,-126,sebastes melanostomus,
40,-127,sebastes melanostomus,
42.5,-127.5,sebastes melanostomus,
44,-127.5,sebastes melanostomus,
47,-127.5,sebastes melanostomus,
36.5,-125,sebastes melanostomus,soft-sediment
38,-126,sebastes melanostomus,soft-sediment
40,-127,sebastes melanostomus,soft-sediment
42.5,-127.5,sebastes melanostomus,soft-sediment
44,-127.5,sebastes melanostomus,soft-sediment
47,-127.5,sebastes melanostomus,soft-sediment
36.5,-125,sebastes melanostomus,rock
38,-126,sebastes melanostomus,rock
40,-127,sebastes melanostomus,rock
42.5,-127.5,sebastes melanostomus,rock
44,-127.5,sebastes melanostomus,rock
47,-127.5,sebastes melanostomus,rock
36.5,-125,sebastes mystinus,
38,-126,sebastes mystinus,
40,-127,sebastes mystinus,
42.5,-127.5,sebastes mystinus,
44,-127.5,sebastes mystinus,
47,-127.5,sebastes mystinus,
36.5,-125,sebastes mystinus,rock
36.5,-125,sebastes mystinus,sand
36.5,-125,sebastes mystinus,reef
36.5,-125,sebastes mystinus,macroalgae
38,-126,sebastes mystinus,rock
38,-126,sebastes mystinus,sand
38,-126,sebastes mystinus,reef
38,-126,sebastes mystinus,macroalgae
40,-127,sebastes mystinus,rock
40,-127,sebastes mystinus,sand
40,-127,sebastes mystinus,reef
40,-127,sebastes mystinus,macroalgae
42.5,-127.5,sebastes mystinus,rock
42.5,-127.5,sebastes mystinus,sand
42.5,-127.5,sebastes mystinus,reef
42.5,-127.5,sebastes mystinus,macroalgae
44,-127.5,sebastes mystinus,rock
44,-127.5,sebastes mystinus,sand
44,-127.5,sebastes mystinus,reef
44,-127.5,sebastes mystinus,macroalgae
47,-127.5,sebastes mystinus,rock
47,-127.5,sebastes mystinus,sand
47,-127.5,sebastes mystinus,reef
47,-127.5,sebastes mystinus,macroalgae
36.5,-125,sebastes pinniger,
38,-126,sebastes pinniger,
40,-127,sebastes pinniger,
42.5,-127.5,sebastes pinniger,
44,-127.5,sebastes pinniger,
47,-127.5,sebastes pinniger,
36.5,-125,sebastes pinniger,rock
36.5,-125,sebastes pinniger,sand
36.5,-125,sebastes pinniger,reef
36.5,-125,sebastes pinniger,macroalgae
38,-126,sebastes pinniger,rock
38,-126,sebastes pinniger,sand
38,-126,sebastes pinniger,reef
38,-126,sebastes pinniger,macroalgae
40,-127,sebastes pinniger,rock
40,-127,sebastes pinniger,sand
40,-127,sebastes pinniger,reef
40,-127,sebastes pinniger,macroalgae
42.5,-127.5,sebastes pinniger,rock
42.5,-127.5,sebastes pinniger,sand
42.5,-127.5,sebastes pinniger,reef
42.5,-127.5,sebastes pinniger,macroalgae
44,-127.5,sebastes pinniger,rock
44,-127.5,sebastes pinniger,sand
44,-127.5,sebastes pinniger,reef
44,-127.5,sebastes pinniger,macroalgae
47,-127.5,sebastes pinniger,rock
47,-127.5,sebastes pinniger,sand
47,-127.5,sebastes pinniger,reef
47,-127.5,sebastes pinniger,macroalgae
36.5,-125,sebastes pinniger,mud
36.5,-125,sebastes pinniger,soft-sediment
38,-126,sebastes pinniger,mud
38,-126,sebastes pinniger,soft-sediment
40,-127,sebastes pinniger,mud
40,-127,sebastes pinniger,soft-sediment
42.5,-127.5,sebastes pinniger,mud
42.5,-127.5,sebastes pinniger,soft-sediment
44,-127.5,sebastes pinniger,mud
44,-127.5,sebastes pinniger,soft-sediment
47,-127.5,sebastes pinniger,mud
47,-127.5,sebastes pinniger,soft-sediment
36.5,-125,sebastes goodei,macroalgae
38,-126,sebastes goodei,macroalgae
40,-127,sebastes goodei,macroalgae
42.5,-127.5,sebastes goodei,macroalgae
44,-127.5,sebastes goodei,macroalgae
47,-127.5,sebastes goodei,macroalgae
36.5,-125,sebastes goodei,sand
36.5,-125,sebastes goodei,rock
38,-126,sebastes goodei,sand
38,-126,sebastes goodei,rock
40,-127,sebastes goodei,sand
40,-127,sebastes goodei,rock
42.5,-127.5,sebastes goodei,sand
42.5,-127.5,sebastes goodei,rock
44,-127.5,sebastes goodei,sand
44,-127.5,sebastes goodei,rock
47,-127.5,sebastes goodei,sand
47,-127.5,sebastes goodei,rock
36.5,-125,sebastes levis,
38,-126,sebastes levis,
40,-127,sebastes levis,
42.5,-127.5,sebastes levis,
44,-127.5,sebastes levis,
47,-127.5,sebastes levis,
36.5,-125,sebastes levis,rock
36.5,-125,sebastes levis,mud
36.5,-125,sebastes levis,reef
38,-126,sebastes levis,rock
38,-126,sebastes levis,mud
38,-126,sebastes levis,reef
40,-127,sebastes levis,rock
40,-127,sebastes levis,mud
40,-127,sebastes levis,reef
42.5,-127.5,sebastes levis,rock
42.5,-127.5,sebastes levis,mud
42.5,-127.5,sebastes levis,reef
44,-127.5,sebastes levis,rock
44,-127.5,sebastes levis,mud
44,-127.5,sebastes levis,reef
47,-127.5,sebastes levis,rock
47,-127.5,sebastes levis,mud
47,-127.5,sebastes levis,reef
36.5,-125,sebastes variabilis,rock
38,-126,sebastes variabilis,rock
40,-127,sebastes variabilis,rock
42.5,-127.5,sebastes variabilis,rock
44,-127.5,sebastes variabilis,rock
47,-127.5,sebastes variabilis,rock
36.5,-125,sebastes variabilis,coral
38,-126,sebastes variabilis,coral
40,-127,sebastes variabilis,coral
42.5,-127.5,sebastes variabilis,coral
44,-127.5,sebastes variabilis,coral
47,-127.5,sebastes variabilis,coral
36.5,-125,sebastes ciliatus,rock
36.5,-125,sebastes ciliatus,macroalgae
38,-126,sebastes ciliatus,rock
38,-126,sebastes ciliatus,macroalgae
40,-127,sebastes ciliatus,rock
40,-127,sebastes ciliatus,macroalgae
42.5,-127.5,sebastes ciliatus,rock
42.5,-127.5,sebastes ciliatus,macroalgae
44,-127.5,sebastes ciliatus,rock
44,-127.5,sebastes ciliatus,macroalgae
47,-127.5,sebastes ciliatus,rock
47,-127.5,sebastes ciliatus,macroalgae
36.5,-125,sebastes ciliatus,reef
38,-126,sebastes ciliatus,reef
40,-127,sebastes ciliatus,reef
42.5,-127.5,sebastes ciliatus,reef
44,-127.5,sebastes ciliatus,reef
47,-127.5,sebastes ciliatus,reef
36.5,-125,sebastes carnatus,macroalgae
38,-126,sebastes carnatus,macroalgae
40,-127,sebastes carnatus,macroalgae
42.5,-127.5,sebastes carnatus,macroalgae
44,-127.5,sebastes carnatus,macroalgae
47,-127.5,sebastes carnatus,macroalgae
36.5,-125,sebastes carnatus,rock
36.5,-125,sebastes carnatus,reef
36.5,-125,sebastes carnatus,sand
38,-126,sebastes carnatus,rock
38,-126,sebastes carnatus,reef
38,-126,sebastes carnatus,sand
40,-127,sebastes carnatus,rock
40,-127,sebastes carnatus,reef
40,-127,sebastes carnatus,sand
42.5,-127.5,sebastes carnatus,rock
42.5,-127.5,sebastes carnatus,reef
42.5,-127.5,sebastes carnatus,sand
44,-127.5,sebastes carnatus,rock
44,-127.5,sebastes carnatus,reef
44,-127.5,sebastes carnatus,sand
47,-127.5,sebastes carnatus,rock
47,-127.5,sebastes carnatus,reef
47,-127.5,sebastes carnatus,sand
36.5,-125,sebastes alutus,
38,-126,sebastes alutus,
40,-127,sebastes alutus,
42.5,-127.5,sebastes alutus,
44,-127.5,sebastes alutus,
47,-127.5,sebastes alutus,
36.5,-125,sebastes alutus,rock
38,-126,sebastes alutus,rock
40,-127,sebastes alutus,rock
42.5,-127.5,sebastes alutus,rock
44,-127.5,sebastes alutus,rock
47,-127.5,sebastes alutus,rock
36.5,-125,sebastes alutus,coral
36.5,-125,sebastes alutus,soft-sediment
38,-126,sebastes alutus,coral
38,-126,sebastes alutus,soft-sediment
40,-127,sebastes alutus,coral
40,-127,sebastes alutus,soft-sediment
42.5,-127.5,sebastes alutus,coral
42.5,-127.5,sebastes alutus,soft-sediment
44,-127.5,sebastes alutus,coral
44,-127.5,sebastes alutus,soft-sediment
47,-127.5,sebastes alutus,coral
47,-127.5,sebastes alutus,soft-sediment
36.5,-125,sebastes aleutianus,mud
38,-126,sebastes aleutianus,mud
40,-127,sebastes aleutianus,mud
42.5,-127.5,sebastes aleutianus,mud
44,-127.5,sebastes aleutianus,mud
47,-127.5,sebastes aleutianus,mud
36.5,-125,sebastes aleutianus,rock
36.5,-125,sebastes aleutianus,soft-sediment
38,-126,sebastes aleutianus,rock
38,-126,sebastes aleutianus,soft-sediment
40,-127,sebastes aleutianus,rock
40,-127,sebastes aleutianus,soft-sediment
42.5,-127.5,sebastes aleutianus,rock
42.5,-127.5,sebastes aleutianus,soft-sediment
44,-127.5,sebastes aleutianus,rock
44,-127.5,sebastes aleutianus,soft-sediment
47,-127.5,sebastes aleutianus,rock
47,-127.5,sebastes aleutianus,soft-sediment
36.5,-125,sebastes jordani,
38,-126,sebastes jordani,
40,-127,sebastes jordani,
42.5,-127.5,sebastes jordani,
44,-127.5,sebastes jordani,
47,-127.5,sebastes jordani,
36.5,-125,sebastes jordani,rock
36.5,-125,sebastes jordani,macroalgae
36.5,-125,sebastes jordani,reef
36.5,-125,sebastes jordani,soft-sediment
38,-126,sebastes jordani,rock
38,-126,sebastes jordani,macroalgae
38,-126,sebastes jordani,reef
38,-126,sebastes jordani,soft-sediment
40,-127,sebastes jordani,rock
40,-127,sebastes jordani,macroalgae
40,-127,sebastes jordani,reef
40,-127,sebastes jordani,soft-sediment
42.5,-127.5,sebastes jordani,rock
42.5,-127.5,sebastes jordani,macroalgae
42.5,-127.5,sebastes jordani,reef
42.5,-127.5,sebastes jordani,soft-sediment
44,-127.5,sebastes jordani,rock
44,-127.5,sebastes jordani,macroalgae
44,-127.5,sebastes jordani,reef
44,-127.5,sebastes jordani,soft-sediment
47,-127.5,sebastes jordani,rock
47,-127.5,sebastes jordani,macroalgae
47,-127.5,sebastes jordani,reef
47,-127.5,sebastes jordani,soft-sediment
36.5,-125,sebastes borealis,rock
36.5,-125,sebastes borealis,soft-sediment
38,-126,sebastes borealis,rock
38,-126,sebastes borealis,soft-sediment
40,-127,sebastes borealis,rock
40,-127,sebastes borealis,soft-sediment
42.5,-127.5,sebastes borealis,rock
42.5,-127.5,sebastes borealis,soft-sediment
44,-127.5,sebastes borealis,rock
44,-127.5,sebastes borealis,soft-sediment
47,-127.5,sebastes borealis,rock
47,-127.5,sebastes borealis,soft-sediment
36.5,-125,sebastes entomelas,
38,-126,sebastes entomelas,
40,-127,sebastes entomelas,
42.5,-127.5,sebastes entomelas,
44,-127.5,sebastes entomelas,
47,-127.5,sebastes entomelas,
36.5,-125,sebastes entomelas,rock
36.5,-125,sebastes entomelas,sand
36.5,-125,sebastes entomelas,reef
36.5,-125,sebastes entomelas,soft-sediment
36.5,-125,sebastes entomelas,macroalgae
38,-126,sebastes entomelas,rock
38,-126,sebastes entomelas,sand
38,-126,sebastes entomelas,reef
38,-126,sebastes entomelas,soft-sediment
38,-126,sebastes entomelas,macroalgae
40,-127,sebastes entomelas,rock
40,-127,sebastes entomelas,sand
40,-127,sebastes entomelas,reef
40,-127,sebastes entomelas,soft-sediment
40,-127,sebastes entomelas,macroalgae
42.5,-127.5,sebastes entomelas,rock
42.5,-127.5,sebastes entomelas,sand
42.5,-127.5,sebastes entomelas,reef
42.5,-127.5,sebastes entomelas,soft-sediment
42.5,-127.5,sebastes entomelas,macroalgae
44,-127.5,sebastes entomelas,rock
44,-127.5,sebastes entomelas,sand
44,-127.5,sebastes entomelas,reef
44,-127.5,sebastes entomelas,soft-sediment
44,-127.5,sebastes entomelas,macroalgae
47,-127.5,sebastes entomelas,rock
47,-127.5,sebastes entomelas,sand
47,-127.5,sebastes entomelas,reef
47,-127.5,sebastes entomelas,soft-sediment
47,-127.5,sebastes entomelas,macroalgae
36.5,-125,sebastes entomelas,mud
38,-126,sebastes entomelas,mud
40,-127,sebastes entomelas,mud
42.5,-127.5,sebastes entomelas,mud
44,-127.5,sebastes entomelas,mud
47,-127.5,sebastes entomelas,mud
36.5,-125,sebastes ruberrimus,rock
36.5,-125,sebastes ruberrimus,coral
38,-126,sebastes ruberrimus,rock
38,-126,sebastes ruberrimus,coral
40,-127,sebastes ruberrimus,rock
40,-127,sebastes ruberrimus,coral
42.5,-127.5,sebastes ruberrimus,rock
42.5,-127.5,sebastes ruberrimus,coral
44,-127.5,sebastes ruberrimus,rock
44,-127.5,sebastes ruberrimus,coral
47,-127.5,sebastes ruberrimus,rock
47,-127.5,sebastes ruberrimus,coral
36.5,-125,sebastes ruberrimus,mud
38,-126,sebastes ruberrimus,mud
40,-127,sebastes ruberrimus,mud
42.5,-127.5,sebastes ruberrimus,mud
44,-127.5,sebastes ruberrimus,mud
47,-127.5,sebastes ruberrimus,mud
36.5,-125,sebastes flavidus,rock
36.5,-125,sebastes flavidus,macroalgae
38,-126,sebastes flavidus,rock
38,-126,sebastes flavidus,macroalgae
40,-127,sebastes flavidus,rock
40,-127,sebastes flavidus,macroalgae
42.5,-127.5,sebastes flavidus,rock
42.5,-127.5,sebastes flavidus,macroalgae
44,-127.5,sebastes flavidus,rock
44,-127.5,sebastes flavidus,macroalgae
47,-127.5,sebastes flavidus,rock
47,-127.5,sebastes flavidus,macroalgae
36.5,-125,sebastes flavidus,sand
36.5,-125,sebastes flavidus,reef
36.5,-125,sebastes flavidus,coral
38,-126,sebastes flavidus,sand
38,-126,sebastes flavidus,reef
38,-126,sebastes flavidus,coral
40,-127,sebastes flavidus,sand
40,-127,sebastes flavidus,reef
40,-127,sebastes flavidus,coral
42.5,-127.5,sebastes flavidus,sand
42.5,-127.5,sebastes flavidus,reef
42.5,-127.5,sebastes flavidus,coral
44,-127.5,sebastes flavidus,sand
44,-127.5,sebastes flavidus,reef
44,-127.5,sebastes flavidus,coral
47,-127.5,sebastes flavidus,sand
47,-127.5,sebastes flavidus,reef
47,-127.5,sebastes flavidus,coral
36.5,-125,ophiodon elongatus,rock
36.5,-125,ophiodon elongatus,reef
38,-126,ophiodon elongatus,rock
38,-126,ophiodon elongatus,reef
40,-127,ophiodon elongatus,rock
40,-127,ophiodon elongatus,reef
42.5,-127.5,ophiodon elongatus,rock
42.5,-127.5,ophiodon elongatus,reef
44,-127.5,ophiodon elongatus,rock
44,-127.5,ophiodon elongatus,reef
47,-127.5,ophiodon elongatus,rock
47,-127.5,ophiodon elongatus,reef
22.96,-112.45,ophiodon elongatus,rock
22.96,-112.45,ophiodon elongatus,reef
27.5,-119.88,ophiodon elongatus,rock
27.5,-119.88,ophiodon elongatus,reef
32.8,-123.82,ophiodon elongatus,rock
32.8,-123.82,ophiodon elongatus,reef
50,-132,ophiodon elongatus,rock
50,-132,ophiodon elongatus,reef
55.15,-165.98,ophiodon elongatus,rock
55.15,-165.98,ophiodon elongatus,reef
55.23,-136.01,ophiodon elongatus,rock
55.23,-136.01,ophiodon elongatus,reef
57.61,-137.59,ophiodon elongatus,rock
57.61,-137.59,ophiodon elongatus,reef
58.84,-140.6,ophiodon elongatus,rock
58.84,-140.6,ophiodon elongatus,reef
59.1,-144.97,ophiodon elongatus,rock
59.1,-144.97,ophiodon elongatus,reef
56.9,-151.21,ophiodon elongatus,rock
56.9,-151.21,ophiodon elongatus,reef
55.23,-154.9,ophiodon elongatus,rock
55.23,-154.9,ophiodon elongatus,reef
53.92,-159.82,ophiodon elongatus,rock
53.92,-159.82,ophiodon elongatus,reef
52.95,-165.27,ophiodon elongatus,rock
52.95,-165.27,ophiodon elongatus,reef
36.5,-125,ophiodon elongatus,sand
36.5,-125,ophiodon elongatus,seagrass
36.5,-125,ophiodon elongatus,macroalgae
38,-126,ophiodon elongatus,sand
38,-126,ophiodon elongatus,seagrass
38,-126,ophiodon elongatus,macroalgae
40,-127,ophiodon elongatus,sand
40,-127,ophiodon elongatus,seagrass
40,-127,ophiodon elongatus,macroalgae
42.5,-127.5,ophiodon elongatus,sand
42.5,-127.5,ophiodon elongatus,seagrass
42.5,-127.5,ophiodon elongatus,macroalgae
44,-127.5,ophiodon elongatus,sand
44,-127.5,ophiodon elongatus,seagrass
44,-127.5,ophiodon elongatus,macroalgae
47,-127.5,ophiodon elongatus,sand
47,-127.5,ophiodon elongatus,seagrass
47,-127.5,ophiodon elongatus,macroalgae
22.96,-112.45,ophiodon elongatus,sand
22.96,-112.45,ophiodon elongatus,seagrass
22.96,-112.45,ophiodon elongatus,macroalgae
27.5,-119.88,ophiodon elongatus,sand
